Name,Gender,Location,Birthdate,Blood Group,Phone,Department,Enrolled Year,Completed Credits,Current CGPA
Julia White,Male,Paltan,"Thu, Sep 14, 2000",A-,+880190618982,Law,2022,45,2.03
Joan Johnson,Female,Uttarkhan,"Sun, Nov 25, 2001",O-,+880136507408,Archi,2018,99,2.70
Jimmy Young,Male,Banasree,"Tue, Mar 23, 1999",A-,+880160444316,MNS,2021,54,3.81
Wayne Moon,Male,Farmgate,"Fri, Aug 17, 2001",AB+,+880150821448,BBS,2020,78,2.23
Kristy Gray,Male,Paltan,"Fri, Sep 29, 2000",O+,+880199581032,ESS,2016,126,3.00
Michele Church,Female,Farmgate,"Fri, May 19, 2000",B+,+880170859471,ENH,2016,132,2.10
Michael Wilson,Female,Badda,"Mon, Sep 09, 2002",A-,+880183316294,BBS,2017,132,3.16
Joseph Sims,Male,Kafrul,"Tue, Nov 09, 1999",AB-,+880145587414,MNS,2021,54,2.50
Meagan Hardy,Male,Gulshan,"Mon, Mar 17, 2003",A-,+880160590210,Pharma,2018,111,3.29
Sandra French DVM,Male,Sadarghat,"Sat, May 04, 2002",AB+,+880141983029,Law,2020,105,2.92
Joseph Sanchez,Male,Khilgaon,"Tue, Jan 05, 1999",B+,+880186675712,BBS,2016,136,3.43
Kevin Walters,Male,Ramna,"Sun, Apr 02, 2000",O-,+880173962472,ESS,2020,90,2.07
Casey Franklin,Female,Motijheel,"Tue, Feb 06, 2001",B+,+880159283401,Law,2021,42,3.79
Haley French,Female,Mohakhali,"Sat, Aug 01, 1998",B+,+880199127625,MNS,2020,105,3.43
Samantha Meyer,Female,Agargaon,"Mon, May 01, 2000",B+,+880171882637,CSE,2019,78,2.83
Christopher Dunn,Female,Shyampur,"Wed, May 27, 1998",A-,+880141066146,ESS,2021,39,3.82
Brandon Vargas,Female,Bashundhara,"Fri, Apr 12, 2002",B-,+880165926385,Archi,2019,75,1.92
Antonio Hill,Female,Baridhara,"Fri, Oct 09, 1998",A-,+880138616988,Pharma,2018,81,2.03
David Harris,Male,Kafrul,"Thu, Jul 13, 2000",O-,+880160348057,EEE,2018,105,3.97
Christy Brown,Female,Khilkhet,"Mon, Sep 20, 1999",B-,+880185162385,CSE,2021,39,3.19
George Davis,Female,Khilgaon,"Sun, Jan 02, 2000",A-,+880192469500,EEE,2023,15,3.24
Douglas Cordova,Male,Uttarkhan,"Fri, Mar 16, 2001",AB-,+880197354968,Archi,2018,117,1.88
Julie White,Male,Kazipara,"Thu, Jul 22, 1999",B+,+880154753875,MNS,2022,57,2.38
Mia Flores,Female,Banasree,"Fri, Mar 31, 2000",AB-,+880143838712,Archi,2016,132,2.99
Austin Smith,Male,Sher-e-Bangla Nagar,"Tue, Jun 23, 1998",B-,+880193855748,Archi,2015,136,1.80
Chad Lee,Female,Mirpur,"Mon, Apr 08, 2002",A+,+880187008123,BBS,2020,63,2.73
Nancy Lee,Male,Gulshan,"Thu, Nov 15, 2001",A-,+880135611634,Archi,2019,69,2.18
Paul Kelley,Female,Shyampur,"Mon, Aug 05, 2002",B-,+880143605618,MNS,2022,24,3.07
Matthew Blair,Male,Gulshan,"Tue, Dec 14, 1999",A+,+880172559369,Law,2021,30,1.98
John Fuller,Female,Agargaon,"Thu, Nov 15, 2001",AB+,+880135301218,Law,2017,129,3.89
Brenda Carey,Female,Vatara,"Sat, Feb 27, 1999",A-,+880187508769,EEE,2015,136,1.84
David Walker,Female,Gabtali,"Thu, Aug 19, 1999",A-,+880170823641,Law,2017,123,3.72
Kelly Garner,Female,Kafrul,"Wed, Oct 30, 2002",AB-,+880150976230,BBS,2019,108,2.12
Joe Walker,Female,Dhanmondi,"Thu, Nov 21, 2002",B-,+880141692563,Law,2023,3,2.05
Patrick Clayton,Female,Pallabi,"Tue, May 11, 1999",B-,+880190764342,ESS,2016,123,2.19
Stephanie Vance,Female,Banani,"Sat, Oct 19, 2002",AB-,+880160652928,MNS,2020,114,2.74
Zachary Key,Female,Paltan,"Sun, May 09, 1999",AB+,+880152201965,MNS,2022,45,3.59
Susan Kelley,Male,Wari,"Mon, May 27, 2002",AB+,+880163122542,Law,2018,99,3.92
Mary Davis,Male,Kafrul,"Fri, Mar 02, 2001",B-,+880134919144,Archi,2020,90,3.26
Angela King,Male,Khilkhet,"Mon, Oct 29, 2001",AB+,+880133191013,Pharma,2015,123,2.21
Cameron Cardenas,Male,Kazipara,"Fri, Apr 27, 2001",B-,+880130733787,Pharma,2016,129,2.36
Jordan Wilson,Female,Demra,"Thu, Oct 10, 2002",AB-,+880174618955,Pharma,2018,69,2.68
Jorge Mcdaniel,Female,Kazipara,"Tue, Feb 29, 2000",A+,+880150252368,Law,2020,96,2.92
Kristin Smith,Female,Kazipara,"Thu, Feb 17, 2000",A-,+880196565304,Pharma,2022,57,3.39
Mr. Ricardo Acevedo,Female,Rampura,"Sun, May 17, 1998",AB+,+880198792131,Archi,2020,78,1.97
Jason Moses,Male,Mirpur,"Fri, Oct 15, 1999",A+,+880140074425,Law,2020,84,3.62
Rhonda Woods,Female,Uttara,"Wed, Nov 29, 2000",AB-,+880142026531,MNS,2020,102,3.39
Nathan Savage,Female,Abdullahpur,"Sun, Jun 20, 1999",AB+,+880136484211,Law,2023,18,3.40
Sherry Christensen,Female,Mohakhali,"Wed, Jan 19, 2000",AB+,+880184097844,BBS,2020,72,3.51
Tracy Burke,Female,Uttara,"Wed, Dec 19, 2001",O+,+880182466052,ESS,2023,9,2.47
Adam Hendricks,Female,Mirpur,"Sun, Nov 29, 1998",B+,+880135688167,BBS,2018,114,3.42
Alejandra Cook,Male,Cantonment area,"Tue, Jun 22, 1999",O+,+880163476537,EEE,2020,96,3.31
Michael Sanders,Female,Kafrul,"Sat, Sep 29, 2001",A+,+880174967726,BBS,2018,102,2.80
Michelle Watkins,Male,Paltan,"Wed, Jun 21, 2000",O+,+880189068984,EEE,2017,126,2.42
Jordan Rice,Male,Dakshinkhan,"Sat, Oct 21, 2000",A-,+880147733361,ENH,2019,111,2.42
Nicole Lawson,Female,Rampura,"Wed, May 16, 2001",AB-,+880163120335,Pharma,2019,120,1.63
Kevin Reeves,Female,Gulshan,"Fri, Mar 26, 1999",A+,+880170617683,CSE,2016,123,3.28
Julian Holmes,Male,Nimtoli,"Sat, Jul 11, 1998",B+,+880155161809,Law,2021,48,2.11
Eric Bush,Male,Cantonment area,"Tue, Apr 11, 2000",O+,+880182066438,Law,2022,36,3.29
Calvin Horn,Male,Cantonment area,"Mon, Feb 19, 2001",A+,+880176584626,MNS,2023,12,3.17
Jeff Torres,Female,Kafrul,"Mon, Nov 01, 1999",O-,+880165336400,Archi,2018,81,3.47
William Rush,Female,Kamrangirchar,"Tue, Jan 02, 2001",B+,+880177417999,MNS,2020,90,2.25
Sarah Baker,Male,Vatara,"Thu, Jun 03, 1999",AB-,+880159168642,Pharma,2017,123,2.95
Daniel Tanner,Male,Dakshinkhan,"Fri, Apr 02, 1999",B+,+880177338213,MNS,2021,42,2.32
Margaret Rodriguez,Female,Kamrangirchar,"Thu, Mar 22, 2001",B-,+880169546488,CSE,2023,6,3.54
Monica Morgan,Female,Dhanmondi,"Wed, Sep 11, 2002",O-,+880157912522,ESS,2022,60,3.33
Robert Wallace,Male,Badda,"Wed, Mar 03, 1999",B-,+880139381952,MNS,2017,123,3.24
Rachel Boone,Male,Banasree,"Tue, Dec 12, 2000",B+,+880172148023,ESS,2015,126,3.61
Sarah Wells,Male,Beraid,"Wed, Aug 25, 1999",AB+,+880174756357,EEE,2019,78,3.43
Lauren Petersen,Male,Uttara,"Thu, Aug 09, 2001",AB-,+880148510717,CSE,2015,123,2.38
Monique Smith,Female,Banani,"Sun, Dec 12, 1999",AB+,+880177329981,CSE,2015,123,1.82
Susan Marshall,Male,Agargaon,"Wed, Mar 26, 2003",B-,+880187863319,Law,2019,114,3.49
Brian May,Female,Mohammadpur,"Sun, Apr 14, 2002",AB-,+880183576925,ESS,2015,136,2.08
Angela Russo,Female,Mirpur,"Wed, Apr 09, 2003",B-,+880161694744,CSE,2022,48,2.57
Sarah Reed,Male,Jurain,"Sat, Apr 17, 1999",B-,+880136791062,ESS,2018,96,1.84
Natalie Cook,Female,Sadarghat,"Thu, Aug 02, 2001",O-,+880191143372,Archi,2018,96,2.41
Alexis Beasley,Male,Mohammadpur,"Sun, Dec 10, 2000",B-,+880177896782,Archi,2023,3,2.79
John Benson,Female,Nimtoli,"Thu, Dec 05, 2002",O+,+880132387910,Pharma,2016,136,2.54
Geoffrey Garcia,Male,Mohammadpur,"Mon, Jun 29, 1998",AB+,+880184945296,MNS,2021,30,1.56
Sharon Bowers,Female,Gulshan,"Fri, Jan 07, 2000",AB+,+880142505192,Law,2019,99,1.86
Cindy Stein,Male,Mohammadpur,"Sat, Jan 25, 2003",A+,+880187728826,ESS,2015,126,2.21
Jeremy Ramirez,Female,Kazipara,"Sat, Nov 14, 1998",B-,+880160450408,MNS,2018,99,2.57
Kristen Sanchez,Female,Ramna,"Tue, Apr 28, 1998",O-,+880144463785,ESS,2018,102,3.55
Tracy Santiago,Female,Motijheel,"Sat, Jan 04, 2003",O-,+880140795628,MNS,2015,129,3.86
Katherine Crawford,Male,Uttara,"Tue, Jun 13, 2000",O+,+880194841769,ENH,2018,75,3.95
Brian Robbins,Female,Demra,"Wed, Sep 12, 2001",A+,+880155408230,ESS,2023,12,2.60
Molly Williams,Female,Nimtoli,"Wed, May 05, 1999",A+,+880145204093,BBS,2021,33,2.54
Ashlee Cook,Female,Demra,"Thu, Jul 25, 2002",AB+,+880167881270,EEE,2023,15,1.71
Philip Robinson,Female,Cantonment area,"Thu, Jun 10, 1999",A-,+880140952629,Pharma,2022,51,1.80
Mary Bray,Female,Uttarkhan,"Sun, Nov 10, 2002",AB-,+880191219870,CSE,2021,33,1.70
Cynthia Boyd,Male,Banani,"Sat, Nov 30, 2002",B-,+880146412754,ENH,2017,136,2.30
Brittney Irwin,Female,Gabtali,"Sun, May 26, 2002",A+,+880149313284,Archi,2022,48,2.12
Maria Roth,Female,Uttara,"Wed, Dec 23, 1998",B-,+880137536286,Law,2019,102,3.93
Felicia Mccullough,Male,Wari,"Wed, Feb 21, 2001",AB+,+880181150652,Archi,2017,126,3.86
William Mccall,Female,Gulshan,"Fri, Jan 19, 2001",AB-,+880164543930,MNS,2017,126,2.51
Richard Short,Female,Demra,"Thu, Nov 08, 2001",B+,+880184448714,Archi,2021,27,2.01
Adriana Russell,Male,Banani,"Tue, Jul 10, 2001",O+,+880144752152,ENH,2023,18,1.60
Benjamin Phillips,Female,Mohakhali,"Sun, Nov 12, 2000",AB-,+880183790011,EEE,2020,63,2.13
Hannah Hernandez,Female,Baridhara,"Wed, Aug 16, 2000",AB-,+880185444200,Archi,2021,36,2.24
Emily Bishop,Female,Pallabi,"Wed, Sep 20, 2000",B+,+880194792694,CSE,2017,123,3.42
Kathleen Bennett,Male,Farmgate,"Fri, Aug 02, 2002",O-,+880177858325,Pharma,2023,6,3.93
David Serrano,Female,Kazipara,"Sun, Feb 21, 1999",O-,+880140777834,ENH,2020,75,1.80
Jeffrey Phillips,Male,Gabtali,"Sat, Jan 20, 2001",AB-,+880162954078,Law,2019,93,3.02
Tiffany Oliver,Female,Nimtoli,"Sun, Jun 21, 1998",AB-,+880195815955,Archi,2018,99,2.36
Sarah Taylor,Male,Banasree,"Fri, Feb 15, 2002",A+,+880133530554,MNS,2016,126,1.83
Alexander Bruce,Male,Kamrangirchar,"Mon, Oct 09, 2000",B+,+880146426230,EEE,2021,57,2.34
Christopher Watson,Male,Demra,"Fri, Oct 30, 1998",O-,+880195151780,Pharma,2019,111,3.90
Desiree Gonzalez,Female,Rampura,"Mon, Jun 28, 1999",B-,+880187071518,Archi,2020,90,3.04
Briana Lopez,Male,Khilkhet,"Mon, Jan 31, 2000",AB+,+880152222364,MNS,2018,108,2.43
Sara Brooks,Male,Banasree,"Mon, Jun 08, 1998",O-,+880184038064,Pharma,2020,81,3.92
Cynthia Brewer,Female,Uttarkhan,"Wed, Oct 10, 2001",A-,+880139206427,EEE,2021,60,1.86
Connor Holloway,Male,Dakshinkhan,"Wed, Oct 04, 2000",A-,+880193061632,Law,2015,126,2.66
Allison Brown,Female,Kazipara,"Tue, Aug 13, 2002",A+,+880149318546,Pharma,2015,123,1.53
Heather Andrews,Female,Lalbagh,"Wed, Jun 13, 2001",B-,+880145604617,MNS,2020,66,2.00
James Wilson,Female,Hazaribagh,"Wed, Mar 15, 2000",AB+,+880147855109,CSE,2017,136,1.94
Tonya Cooper,Male,Gulshan,"Thu, Dec 17, 1998",A+,+880133261022,EEE,2021,48,1.64
Megan Larson,Female,Sher-e-Bangla Nagar,"Fri, Jun 22, 2001",B-,+880175028033,BBS,2015,129,2.97
Peter Wood,Male,Kazipara,"Mon, Oct 22, 2001",O-,+880140363129,EEE,2023,18,3.83
Peter Marshall,Male,Ramna,"Mon, Jun 26, 2000",O+,+880171187691,EEE,2023,3,2.86
Michael Garcia,Female,Tejgaon,"Sat, May 05, 2001",B-,+880182006111,Pharma,2021,45,3.02
Christopher Baker,Male,Dakshinkhan,"Sat, Sep 01, 2001",A-,+880141988308,ESS,2020,75,2.97
Curtis Arias,Female,Shahbagh,"Mon, Oct 04, 1999",O+,+880197369088,BBS,2019,114,3.52
Christopher Rios,Female,Banani,"Mon, May 08, 2000",AB+,+880168621774,Archi,2018,120,3.04
Mark Reed,Male,Bashundhara,"Sat, Jun 23, 2001",A+,+880136034819,EEE,2022,24,1.72
Wesley Schmitt,Male,Wari,"Thu, Sep 16, 1999",O+,+880187376269,BBS,2016,126,3.55
Stacey Patton,Male,Banani,"Sun, Feb 09, 2003",A-,+880182572241,ESS,2020,105,2.27
Jessica Young,Male,Uttarkhan,"Fri, Jun 16, 2000",AB-,+880189477767,ENH,2023,6,3.08
Sandra Francis,Female,Hazaribagh,"Fri, Mar 02, 2001",O-,+880172854959,BBS,2022,60,2.09
Kayla Bolton,Male,Uttara,"Sun, Aug 27, 2000",O-,+880160163652,Law,2015,123,3.85
Aaron Dunn,Female,Banasree,"Fri, May 26, 2000",B-,+880183028752,BBS,2018,90,3.12
Brad Martinez,Male,Sadarghat,"Tue, Jun 05, 2001",A+,+880164401758,Archi,2018,63,3.39
Heather Sullivan,Female,Uttara,"Tue, Jul 10, 2001",AB-,+880179008469,Law,2020,99,2.64
Abigail Black,Male,Mohakhali,"Tue, Jun 15, 1999",AB+,+880172424354,EEE,2018,93,2.78
Erika Hicks,Female,Mohakhali,"Tue, Sep 10, 2002",A-,+880164451809,ESS,2023,15,3.73
Lori Harris,Male,Bashundhara,"Mon, Jun 22, 1998",A-,+880173809933,ENH,2015,132,3.69
Anthony Jacobs,Female,Pallabi,"Mon, Nov 20, 2000",AB+,+880134728939,ENH,2022,54,1.90
Kristi Gonzalez,Male,Wari,"Thu, Sep 17, 1998",A-,+880172669105,ENH,2018,84,3.10
John Ramsey,Male,Gulshan,"Wed, May 23, 2001",AB-,+880195637138,CSE,2015,129,1.68
Sean Martin,Male,Cantonment area,"Thu, Jan 28, 1999",A-,+880184382523,BBS,2018,117,2.19
Jody Smith,Female,Rampura,"Wed, Jul 07, 1999",AB-,+880136539791,Law,2018,96,3.80
Whitney Chavez,Male,Pallabi,"Fri, Oct 06, 2000",AB-,+880186099417,ESS,2015,126,1.96
Tara Cruz,Male,Agargaon,"Sun, Dec 29, 2002",AB-,+880193828784,Pharma,2020,81,1.53
Dakota Stokes,Female,Pallabi,"Thu, Jan 10, 2002",O-,+880161019835,ESS,2015,123,2.92
Trevor Newman,Female,Khilkhet,"Thu, May 24, 2001",A+,+880186706618,ESS,2015,129,2.70
Michele Davis,Male,Hazaribagh,"Sat, Jun 12, 1999",A+,+880142009187,Law,2020,111,2.58
Samuel Douglas,Male,Kamalapur,"Tue, Dec 25, 2001",B-,+880133908378,BBS,2022,54,1.62
Daniel Deleon,Female,Jurain,"Sun, Aug 16, 1998",A+,+880133535124,ESS,2019,120,3.81
David Thompson,Male,Shahbagh,"Wed, Apr 19, 2000",O-,+880178966154,Archi,2020,99,3.70
Wendy Ford,Male,Agargaon,"Mon, Jul 20, 1998",O+,+880162747539,Pharma,2018,102,3.27
Cynthia Martinez,Male,Wari,"Sun, May 05, 2002",B-,+880143144426,ENH,2018,117,3.76
Melissa Perez,Male,Dhanmondi,"Sat, Oct 27, 2001",O+,+880176086203,BBS,2018,75,1.62
Richard Shepherd,Male,Sadarghat,"Wed, Jun 13, 2001",O+,+880141819857,Archi,2020,87,1.52
David White,Female,Kafrul,"Sat, Sep 21, 2002",B+,+880152445220,Archi,2019,117,3.47
Samuel Fletcher,Female,Banasree,"Mon, Mar 26, 2001",A-,+880137334966,Law,2021,39,1.55
Daniel Rivera,Female,Farmgate,"Sun, Dec 01, 2002",A-,+880184269808,ENH,2023,9,3.56
Gina Russell,Male,Agargaon,"Sun, May 10, 1998",A+,+880162108846,BBS,2022,60,1.80
Darren Shea,Male,Kazipara,"Tue, Nov 10, 1998",AB+,+880175802691,Law,2022,51,3.02
Tracy Nelson,Female,Paltan,"Thu, Oct 01, 1998",AB-,+880130164557,Pharma,2020,114,2.40
Robert Huff,Female,Kafrul,"Sun, Apr 29, 2001",B-,+880148699636,Law,2015,123,3.37
Laura Schwartz,Male,Dhanmondi,"Mon, Jul 17, 2000",AB-,+880193376384,EEE,2018,90,3.20
Jamie Young,Male,Agargaon,"Mon, Nov 12, 2001",A+,+880135119012,BBS,2017,132,2.78
Kathryn Hughes,Male,Mirpur,"Mon, Apr 09, 2001",A+,+880178578039,Pharma,2017,126,2.95
James Blackwell,Male,Kazipara,"Thu, Sep 30, 1999",O+,+880144795937,MNS,2017,136,2.67
Nicholas Ramos,Female,Agargaon,"Tue, Jul 11, 2000",A+,+880192565648,ENH,2018,96,3.94
Michael Mccarty,Male,Uttarkhan,"Sat, Jun 16, 2001",B-,+880168962642,ESS,2018,81,3.59
Andrew Diaz,Male,Kafrul,"Sun, Oct 21, 2001",O-,+880180804277,Archi,2022,33,3.68
Dwayne Davila,Female,Demra,"Mon, Feb 15, 1999",A+,+880171390691,Law,2016,132,2.94
Michael Harris,Male,Pallabi,"Wed, Jan 29, 2003",O+,+880142239817,Law,2019,75,1.57
Brian Baker,Male,Wari,"Thu, Aug 22, 2002",AB-,+880161374743,CSE,2015,136,1.64
Matthew Rogers,Female,Farmgate,"Sun, Oct 25, 1998",AB-,+880136699978,Law,2017,126,1.85
Kurt Heath,Female,Badda,"Sat, Aug 22, 1998",AB+,+880180192655,BBS,2021,48,2.61
Tanya Rich,Male,Kamrangirchar,"Sun, Jan 27, 2002",B-,+880133841028,Archi,2020,93,2.68
John Wells,Female,Mirpur,"Sat, Oct 23, 1999",B-,+880136113801,Pharma,2018,114,3.84
Judy Gilbert,Female,Shyampur,"Thu, Jul 27, 2000",A+,+880146031137,ENH,2019,90,1.94
Casey Clark,Female,Banasree,"Thu, Apr 06, 2000",AB-,+880158808956,ENH,2022,60,3.51
Isaac Ramos,Male,Kamrangirchar,"Thu, May 21, 1998",B+,+880175199100,Archi,2022,30,3.01
Tyler Baker,Female,Dakshinkhan,"Sun, Oct 20, 2002",B-,+880146917305,CSE,2016,126,2.84
Scott Harris,Male,Shahbagh,"Mon, May 17, 1999",O-,+880170653985,ENH,2023,12,3.87
Russell Gonzales,Male,Kamrangirchar,"Mon, Sep 18, 2000",B-,+880176704388,Archi,2016,129,2.76
Patricia Burns,Male,Khilgaon,"Fri, Sep 28, 2001",B-,+880158165975,MNS,2021,33,2.05
Jamie Johnson,Female,Sher-e-Bangla Nagar,"Tue, Oct 16, 2001",AB-,+880170852062,CSE,2017,126,2.15
Jeremy Hobbs,Male,Khilgaon,"Thu, Nov 22, 2001",A-,+880198327528,ESS,2015,123,1.76
Sharon Williams,Female,Banani,"Sat, Jun 30, 2001",AB+,+880144558693,ENH,2021,45,3.07
Debra Collins,Male,Tejgaon,"Thu, Aug 06, 1998",O-,+880133111141,ENH,2016,132,2.54
Tiffany Gregory,Male,Kamalapur,"Thu, Apr 05, 2001",A-,+880185845261,EEE,2020,93,1.61
Hector Sampson,Female,Uttarkhan,"Tue, Jun 13, 2000",O-,+880149273890,ENH,2017,126,2.79
Jackie Norton,Female,Sher-e-Bangla Nagar,"Sat, Apr 06, 2002",B+,+880186017589,BBS,2016,123,3.41
Danny Lyons,Male,Khilgaon,"Wed, Aug 04, 1999",B-,+880178267171,Law,2018,84,3.46
Samantha Reed,Female,Paltan,"Fri, May 03, 2002",B-,+880130072435,ENH,2016,126,3.35
Amy Pham,Male,Lalbagh,"Fri, Mar 12, 1999",B+,+880187505879,Archi,2016,126,3.09
William Fitzgerald,Male,Shyampur,"Thu, Oct 03, 2002",O-,+880190041407,EEE,2016,132,3.56
Amanda Berger,Male,Badda,"Thu, Dec 05, 2002",AB-,+880136129970,MNS,2018,96,1.79
Shane Hunter,Male,Baridhara,"Wed, Feb 20, 2002",O+,+880198700096,BBS,2021,39,3.31
Christopher Tate,Female,Dakshinkhan,"Tue, Jan 21, 2003",A-,+880147100194,MNS,2022,39,1.92
Tina Anderson,Male,Paltan,"Sat, Nov 10, 2001",O+,+880154272874,ESS,2016,136,1.74
Scott Robinson,Male,Shahbagh,"Sun, Oct 04, 1998",O+,+880175242367,Pharma,2023,12,2.11
Shannon Anderson,Male,Gulshan,"Sat, May 27, 2000",O+,+880174298159,Pharma,2018,72,3.58
Carl Washington,Male,Lalbagh,"Sat, Oct 02, 1999",B+,+880145442197,Archi,2023,21,3.31
Jacob Moore,Male,Pallabi,"Sat, Sep 08, 2001",A-,+880186097265,Pharma,2022,51,2.49
Joshua Kramer,Female,Kamrangirchar,"Tue, Aug 31, 1999",AB-,+880130007367,CSE,2022,54,3.10
Brandy Wells,Female,Wari,"Fri, Sep 18, 1998",AB-,+880187138386,CSE,2018,87,2.64
Teresa Holt,Female,Kafrul,"Sat, Mar 03, 2001",O-,+880134250508,CSE,2019,108,1.84
Justin Pham,Male,Khilgaon,"Wed, Apr 05, 2000",B+,+880157534543,BBS,2021,33,2.59
Hector Pratt,Male,Sadarghat,"Sun, Jun 30, 2002",AB+,+880166316193,Archi,2017,126,3.88
Eugene Perez,Male,Paltan,"Wed, Apr 17, 2002",A-,+880142199762,EEE,2019,105,3.62
Michael Li,Female,Kamalapur,"Sun, May 19, 2002",A+,+880190900998,CSE,2020,114,1.97
Christina Stanley,Male,Paltan,"Sat, Oct 20, 2001",O-,+880139488633,Law,2017,136,3.88
Danielle Cook,Female,Mirpur,"Sun, Jul 11, 1999",A+,+880184880568,BBS,2021,57,1.50
Hector Harvey,Female,Mohakhali,"Fri, Oct 09, 1998",AB-,+880189617203,CSE,2018,78,3.10
James Brown,Female,Agargaon,"Mon, Mar 08, 1999",O+,+880144901510,ESS,2021,54,1.65
Kenneth Bradshaw,Male,Uttarkhan,"Tue, Sep 17, 2002",B-,+880149612100,Pharma,2015,123,3.83
Christina Benitez,Female,Mohakhali,"Mon, Apr 30, 2001",O-,+880144780091,Pharma,2021,36,3.51
Jonathan Perry,Female,Pallabi,"Wed, May 17, 2000",AB-,+880193736958,Law,2019,72,2.29
Adrian Barnes,Male,Wari,"Sun, Jul 14, 2002",AB+,+880173736140,CSE,2020,96,1.95
Brady Kelly,Female,Beraid,"Sat, Aug 08, 1998",AB-,+880133465136,BBS,2023,3,3.98
Debra Jones,Male,Cantonment area,"Mon, Oct 11, 1999",A+,+880143989579,Pharma,2019,69,2.12
John Colon,Female,Mirpur,"Wed, Mar 31, 1999",A-,+880186896517,BBS,2016,123,1.69
Steven Newton,Male,Kafrul,"Tue, Nov 19, 2002",AB+,+880140083282,CSE,2020,105,1.85
Mark Jones,Male,Baridhara,"Thu, Mar 30, 2000",O+,+880175031356,BBS,2016,132,1.93
James Hall,Female,Badda,"Fri, Mar 29, 2002",A-,+880147822050,MNS,2023,12,2.49
Amber Rush,Male,Mohakhali,"Thu, Mar 23, 2000",A+,+880180435777,ENH,2020,111,2.77
Oscar Dean,Female,Mirpur,"Wed, Sep 05, 2001",O+,+880173337527,BBS,2021,36,2.50
Linda Morris,Female,Baridhara,"Sat, May 30, 1998",AB+,+880133578685,MNS,2016,132,1.51
Tiffany Robinson,Female,Beraid,"Tue, Jan 26, 1999",O-,+880130214464,MNS,2018,75,1.91
Stefanie Parker,Male,Demra,"Fri, Jul 20, 2001",O-,+880181657884,ENH,2015,136,3.94
Abigail Todd,Male,Agargaon,"Mon, Sep 17, 2001",B-,+880143525587,CSE,2016,126,2.36
Mark Gray,Male,Demra,"Thu, Sep 05, 2002",AB-,+880174262696,Pharma,2023,12,2.68
Evan Hunter,Female,Kafrul,"Mon, Jan 28, 2002",B+,+880179158666,ENH,2021,51,3.97
Dustin Jones,Female,Dhanmondi,"Mon, Feb 24, 2003",A-,+880163348367,MNS,2020,114,3.64
Craig Spencer,Male,Mohammadpur,"Wed, Apr 14, 1999",AB+,+880186875913,ENH,2016,123,2.73
Kathleen Rodriguez,Male,Sadarghat,"Mon, Apr 16, 2001",A-,+880149944141,ESS,2015,123,3.20
Nicholas Herrera,Female,Gabtali,"Fri, Mar 09, 2001",AB-,+880149972857,BBS,2023,6,2.64
Carmen Phillips,Female,Agargaon,"Thu, Aug 02, 2001",B+,+880155540787,ESS,2022,60,2.12
Andrew Cortez,Female,Mohammadpur,"Sun, Feb 21, 1999",B-,+880197985071,Archi,2019,93,3.75
Robert Chandler,Male,Wari,"Sat, Oct 27, 2001",B-,+880196250083,CSE,2019,81,3.51
Timothy Schwartz,Female,Mohakhali,"Sat, Feb 06, 1999",B-,+880199416657,EEE,2016,136,1.93
Sylvia Villanueva,Male,Bashundhara,"Tue, Mar 11, 2003",A+,+880159291557,CSE,2019,69,1.92
Dr. Stephanie Warren,Female,Sher-e-Bangla Nagar,"Wed, Aug 08, 2001",AB+,+880169079398,Law,2017,129,1.89
Brenda Vega,Female,Dhanmondi,"Sun, Sep 03, 2000",O+,+880153990415,Archi,2019,81,2.43
Rachel Hardy,Male,Abdullahpur,"Thu, Aug 24, 2000",AB+,+880144155269,Pharma,2017,132,3.12
Kenneth Callahan,Male,Banani,"Sat, Sep 05, 1998",AB+,+880161264846,ENH,2019,111,2.73
Maureen Brown,Male,Khilgaon,"Sun, Nov 14, 1999",AB-,+880144444919,EEE,2023,9,3.00
Robert Pearson,Male,Shahbagh,"Mon, Jan 08, 2001",A-,+880186433160,Archi,2023,3,3.29
Anthony White,Female,Uttarkhan,"Fri, Mar 12, 1999",B+,+880156655836,Archi,2022,24,3.76
Kathy Morrison,Male,Rampura,"Mon, Dec 30, 2002",O-,+880185805240,BBS,2019,63,1.90
Savannah Green,Male,Bashundhara,"Sat, Nov 30, 2002",O+,+880169828551,EEE,2023,9,1.76
April Thomas,Male,Banani,"Sat, Oct 10, 1998",A-,+880155659513,Law,2021,39,1.52
Alison Ritter,Male,Mohammadpur,"Thu, Dec 05, 2002",A+,+880195901706,BBS,2021,60,3.84
Melissa Russell,Male,Rampura,"Wed, Dec 18, 2002",O-,+880132642390,EEE,2018,78,1.70
Dean Guerrero,Male,Banani,"Sat, Jul 04, 1998",B+,+880152956767,CSE,2017,132,3.82
Patricia Grant,Male,Pallabi,"Fri, Oct 12, 2001",B-,+880188078652,Law,2022,48,3.90
Beverly Brown,Male,Wari,"Mon, Oct 02, 2000",A+,+880163241200,MNS,2019,87,1.60
Rachel Moss,Female,Dhanmondi,"Thu, Sep 10, 1998",A+,+880165621895,Archi,2017,126,3.50
Kayla Peters,Female,Jurain,"Tue, Mar 20, 2001",AB+,+880164836479,MNS,2022,54,3.12
Charlene Berg,Female,Banasree,"Wed, Jan 05, 2000",A+,+880170406926,EEE,2023,12,3.97
